,Experiment name:,Sample experiment
Duration:,5 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,BPM,Arb
Units:,BPM,Arb
Time
'-0:0:0.0,88,1632
'0:0:0.05,88,1632
'0:0:0.1,88,1633
'0:0:0.15,88,1635
'0:0:0.2,88,1636
'0:0:0.25,88,1635
'0:0:0.3,88,1634
'0:0:0.35,88,1633
'0:0:0.4,88,1633
'0:0:0.45,88,1632
'0:0:0.5,88,1631
'0:0:0.55,88,1630
'0:0:0.6,90,1629
'0:0:0.65,90,1627
'0:0:0.7,90,1627
'0:0:0.75,90,1630
'0:0:0.8,90,1634
'0:0:0.85,90,1637
'0:0:0.9,90,1641
'0:0:0.95,90,1647
'0:0:1.0,90,1654
'0:0:1.05,90,1661
'0:0:1.1,90,1669
'0:0:1.15,90,1676
'0:0:1.2,90,1681
'0:0:1.25,92,1687
'0:0:1.3,92,1693
'0:0:1.35,92,1698
'0:0:1.4,92,1704
'0:0:1.45,92,1709
'0:0:1.5,92,1713
'0:0:1.55,92,1718
'0:0:1.6,92,1724
'0:0:1.65,92,1731
'0:0:1.7,92,1741
'0:0:1.75,92,1751
'0:0:1.8,92,1760
'0:0:1.85,94,1764
'0:0:1.9,94,1764
'0:0:1.95,94,1763
'0:0:2.0,94,1765
'0:0:2.05,94,1765
'0:0:2.1,94,1760
'0:0:2.15,94,1753
'0:0:2.2,94,1746
'0:0:2.25,94,1740
'0:0:2.3,94,1730
'0:0:2.35,94,1722
'0:0:2.4,94,1714
'0:0:2.45,94,1706
'0:0:2.5,94,1698
'0:0:2.55,94,1693
'0:0:2.6,94,1692
'0:0:2.65,94,1690
'0:0:2.7,94,1686
'0:0:2.75,94,1683
'0:0:2.8,94,1679
'0:0:2.85,94,1676
'0:0:2.9,94,1673
'0:0:2.95,94,1671
'0:0:3.0,94,1667
'0:0:3.05,94,1664
'0:0:3.1,94,1659
'0:0:3.15,94,1656
'0:0:3.2,94,1654
'0:0:3.25,94,1654
'0:0:3.3,94,1654
'0:0:3.35,94,1653
'0:0:3.4,94,1652
'0:0:3.45,94,1651
'0:0:3.5,94,1650
'0:0:3.55,94,1649
'0:0:3.6,94,1649
'0:0:3.65,94,1648
'0:0:3.7,94,1647
'0:0:3.75,94,1646
'0:0:3.8,94,1644
'0:0:3.85,94,1642
'0:0:3.9,94,1642
'0:0:3.95,94,1642
'0:0:4.0,94,1644
'0:0:4.05,94,1645
'0:0:4.1,94,1646
'0:0:4.15,94,1649
'0:0:4.2,94,1652
'0:0:4.25,94,1652
'0:0:4.3,94,1651
'0:0:4.35,94,1650
'0:0:4.4,94,1646
'0:0:4.45,94,1643
'0:0:4.5,94,1640
'0:0:4.55,94,1637
'0:0:4.6,91,1632
'0:0:4.65,91,1630
'0:0:4.7,91,1629
'0:0:4.75,91,1630
'0:0:4.8,91,1629
'0:0:4.85,91,1627
'0:0:4.9,91,1626
'0:0:4.95,91,1625
'0:0:5.0,91,1624
'0:0:5.05,91,1624
'0:0:5.1,91,1624
'0:0:5.15,91,1624
'0:0:5.2,91,1624
'0:0:5.25,91,1624
'0:0:5.3,91,1624
'0:0:5.35,91,1623
'0:0:5.4,88,1621
'0:0:5.45,88,1620
'0:0:5.5,88,1620
'0:0:5.55,88,1622
'0:0:5.6,88,1623
'0:0:5.65,88,1623
'0:0:5.7,88,1623
'0:0:5.75,88,1623
'0:0:5.8,88,1623
'0:0:5.85,88,1624
'0:0:5.9,88,1624
'0:0:5.95,88,1624
'0:0:6.0,88,1624
'0:0:6.05,88,1624
'0:0:6.1,88,1623
'0:0:6.15,88,1623
'0:0:6.2,88,1623
'0:0:6.25,85,1624
'0:0:6.3,85,1626
'0:0:6.35,85,1629
'0:0:6.4,85,1633
'0:0:6.45,85,1636
'0:0:6.5,85,1638
'0:0:6.55,85,1641
'0:0:6.6,85,1645
'0:0:6.65,85,1650
'0:0:6.7,85,1657
'0:0:6.75,85,1664
'0:0:6.8,85,1671
'0:0:6.85,85,1677
'0:0:6.9,85,1683
'0:0:6.95,85,1688
'0:0:7.0,85,1693
'0:0:7.05,82,1697
'0:0:7.1,82,1702
'0:0:7.15,82,1709
'0:0:7.2,82,1715
'0:0:7.25,82,1721
'0:0:7.3,82,1727
'0:0:7.35,82,1731
'0:0:7.4,82,1735
'0:0:7.45,82,1737
'0:0:7.5,82,1738
'0:0:7.55,82,1740
'0:0:7.6,82,1742
'0:0:7.65,82,1742
'0:0:7.7,82,1741
'0:0:7.75,82,1739
'0:0:7.8,82,1734
'0:0:7.85,80,1728
'0:0:7.9,80,1722
'0:0:7.95,80,1719
'0:0:8.0,80,1715
'0:0:8.05,80,1712
'0:0:8.1,80,1707
'0:0:8.15,80,1702
'0:0:8.2,80,1695
'0:0:8.25,80,1689
'0:0:8.3,80,1685
'0:0:8.35,80,1683
'0:0:8.4,80,1680
'0:0:8.45,80,1676
'0:0:8.5,80,1672
'0:0:8.55,80,1668
'0:0:8.6,80,1663
'0:0:8.65,77,1658
'0:0:8.7,77,1655
'0:0:8.75,77,1655
'0:0:8.8,77,1655
'0:0:8.85,77,1655
'0:0:8.9,77,1655
'0:0:8.95,77,1654
'0:0:9.0,77,1653
'0:0:9.05,77,1651
'0:0:9.1,77,1650
'0:0:9.15,77,1649
'0:0:9.2,77,1649
'0:0:9.25,77,1649
'0:0:9.3,77,1647
'0:0:9.35,77,1647
'0:0:9.4,77,1646
'0:0:9.45,77,1644
