,Experiment name:,Sample experiment
Duration:,5 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,BPM,Arb
Units:,BPM,Arb
Time
'-0:0:0.0,96,1693
'0:0:0.05,96,1693
'0:0:0.1,96,1693
'0:0:0.15,96,1695
'0:0:0.2,96,1699
'0:0:0.25,96,1708
'0:0:0.3,96,1723
'0:0:0.35,96,1741
'0:0:0.4,96,1764
'0:0:0.45,88,1784
'0:0:0.5,88,1801
'0:0:0.55,88,1814
'0:0:0.6,88,1825
'0:0:0.65,88,1833
'0:0:0.7,88,1836
'0:0:0.75,88,1831
'0:0:0.8,88,1820
'0:0:0.85,88,1808
'0:0:0.9,88,1794
'0:0:0.95,88,1782
'0:0:1.0,88,1772
'0:0:1.05,88,1764
'0:0:1.1,88,1756
'0:0:1.15,88,1749
'0:0:1.2,88,1743
'0:0:1.25,88,1736
'0:0:1.3,94,1728
'0:0:1.35,94,1724
'0:0:1.4,94,1720
'0:0:1.45,94,1715
'0:0:1.5,94,1710
'0:0:1.55,94,1704
'0:0:1.6,94,1699
'0:0:1.65,94,1697
'0:0:1.7,94,1694
'0:0:1.75,94,1690
'0:0:1.8,94,1687
'0:0:1.85,94,1685
'0:0:1.9,94,1682
'0:0:1.95,94,1680
'0:0:2.0,94,1677
'0:0:2.05,94,1675
'0:0:2.1,81,1671
'0:0:2.15,81,1667
'0:0:2.2,81,1666
'0:0:2.25,81,1664
'0:0:2.3,81,1663
'0:0:2.35,81,1662
'0:0:2.4,81,1661
'0:0:2.45,81,1660
'0:0:2.5,81,1658
'0:0:2.55,81,1656
'0:0:2.6,81,1655
'0:0:2.65,77,1655
'0:0:2.7,77,1655
'0:0:2.75,77,1655
'0:0:2.8,77,1654
'0:0:2.85,77,1652
'0:0:2.9,77,1648
'0:0:2.95,77,1645
'0:0:3.0,77,1645
'0:0:3.05,77,1649
'0:0:3.1,77,1655
'0:0:3.15,77,1661
'0:0:3.2,77,1669
'0:0:3.25,77,1675
'0:0:3.3,77,1684
'0:0:3.35,77,1692
'0:0:3.4,77,1700
'0:0:3.45,77,1709
'0:0:3.5,77,1718
'0:0:3.55,77,1726
'0:0:3.6,77,1734
'0:0:3.65,77,1741
'0:0:3.7,77,1747
'0:0:3.75,77,1751
'0:0:3.8,78,1755
'0:0:3.85,78,1760
'0:0:3.9,78,1766
'0:0:3.95,78,1770
'0:0:4.0,78,1772
'0:0:4.05,78,1770
'0:0:4.1,78,1766
'0:0:4.15,78,1761
'0:0:4.2,78,1754
'0:0:4.25,78,1749
'0:0:4.3,78,1746
'0:0:4.35,78,1742
'0:0:4.4,78,1737
'0:0:4.45,78,1733
'0:0:4.5,78,1726
'0:0:4.55,78,1719
'0:0:4.6,74,1715
'0:0:4.65,74,1712
'0:0:4.7,74,1710
'0:0:4.75,74,1710
'0:0:4.8,74,1709
'0:0:4.85,74,1707
'0:0:4.9,74,1706
'0:0:4.95,74,1706
'0:0:5.0,74,1705
'0:0:5.05,74,1705
'0:0:5.1,74,1705
'0:0:5.15,74,1705
'0:0:5.2,74,1705
'0:0:5.25,74,1705
'0:0:5.3,74,1705
'0:0:5.35,71,1704
'0:0:5.4,71,1703
'0:0:5.45,71,1704
'0:0:5.5,71,1706
'0:0:5.55,71,1708
'0:0:5.6,71,1711
'0:0:5.65,71,1711
'0:0:5.7,71,1709
'0:0:5.75,71,1707
'0:0:5.8,71,1705
'0:0:5.85,71,1702
'0:0:5.9,71,1700
'0:0:5.95,71,1699
'0:0:6.0,71,1697
'0:0:6.05,71,1694
'0:0:6.1,71,1690
'0:0:6.15,71,1686
'0:0:6.2,73,1680
'0:0:6.25,73,1678
'0:0:6.3,73,1676
'0:0:6.35,73,1675
'0:0:6.4,73,1673
'0:0:6.45,73,1670
'0:0:6.5,73,1666
'0:0:6.55,73,1663
'0:0:6.6,73,1658
'0:0:6.65,73,1656
'0:0:6.7,73,1655
'0:0:6.75,75,1654
'0:0:6.8,75,1653
'0:0:6.85,75,1653
'0:0:6.9,75,1655
'0:0:6.95,75,1657
'0:0:7.0,84,1656
'0:0:7.05,84,1655
'0:0:7.1,84,1655
'0:0:7.15,84,1656
'0:0:7.2,84,1656
'0:0:7.25,84,1656
'0:0:7.3,84,1655
'0:0:7.35,84,1655
'0:0:7.4,84,1655
'0:0:7.45,84,1654
'0:0:7.5,84,1651
'0:0:7.55,84,1649
'0:0:7.6,84,1652
'0:0:7.65,84,1658
'0:0:7.7,84,1666
'0:0:7.75,84,1674
'0:0:7.8,84,1681
'0:0:7.85,84,1689
'0:0:7.9,84,1698
'0:0:7.95,82,1703
'0:0:8.0,82,1706
'0:0:8.05,82,1709
'0:0:8.1,82,1713
'0:0:8.15,82,1714
'0:0:8.2,82,1714
'0:0:8.25,82,1715
'0:0:8.3,82,1716
'0:0:8.35,82,1718
'0:0:8.4,82,1720
'0:0:8.45,82,1723
'0:0:8.5,82,1726
'0:0:8.55,82,1728
'0:0:8.6,82,1732
'0:0:8.65,82,1737
'0:0:8.7,82,1743
'0:0:8.75,82,1750
'0:0:8.8,82,1755
'0:0:8.85,82,1757
'0:0:8.9,82,1760
'0:0:8.95,82,1765
'0:0:9.0,82,1774
'0:0:9.05,75,1785
'0:0:9.1,75,1796
'0:0:9.15,75,1802
'0:0:9.2,75,1807
'0:0:9.25,75,1812
'0:0:9.3,75,1818
'0:0:9.35,75,1824
'0:0:9.4,85,1832
'0:0:9.45,85,1840
