,Experiment name:,Sample experiment
Duration:,5 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,BPM,Arb
Units:,BPM,Arb
Time
'-0:0:0.0,82,1663
'0:0:0.05,82,1656
'0:0:0.1,82,1654
'0:0:0.15,82,1651
'0:0:0.2,82,1650
'0:0:0.25,82,1647
'0:0:0.3,82,1645
'0:0:0.35,82,1643
'0:0:0.4,82,1642
'0:0:0.45,82,1641
'0:0:0.5,82,1641
'0:0:0.55,82,1641
'0:0:0.6,82,1639
'0:0:0.65,82,1637
'0:0:0.7,82,1636
'0:0:0.75,82,1632
'0:0:0.8,81,1629
'0:0:0.85,81,1627
'0:0:0.9,81,1626
'0:0:0.95,81,1626
'0:0:1.0,81,1626
'0:0:1.05,81,1625
'0:0:1.1,81,1625
'0:0:1.15,81,1625
'0:0:1.2,81,1626
'0:0:1.25,81,1628
'0:0:1.3,81,1631
'0:0:1.35,81,1636
'0:0:1.4,81,1643
'0:0:1.45,81,1652
'0:0:1.5,81,1660
'0:0:1.55,81,1669
'0:0:1.6,80,1676
'0:0:1.65,80,1682
'0:0:1.7,80,1687
'0:0:1.75,80,1693
'0:0:1.8,80,1699
'0:0:1.85,80,1704
'0:0:1.9,80,1709
'0:0:1.95,80,1714
'0:0:2.0,80,1718
'0:0:2.05,80,1723
'0:0:2.1,80,1728
'0:0:2.15,80,1735
'0:0:2.2,80,1740
'0:0:2.25,80,1744
'0:0:2.3,80,1747
'0:0:2.35,80,1751
'0:0:2.4,79,1756
'0:0:2.45,79,1759
'0:0:2.5,79,1761
'0:0:2.55,79,1765
'0:0:2.6,79,1768
'0:0:2.65,79,1768
'0:0:2.7,79,1763
'0:0:2.75,79,1755
'0:0:2.8,79,1747
'0:0:2.85,79,1740
'0:0:2.9,79,1735
'0:0:2.95,79,1728
'0:0:3.0,79,1722
'0:0:3.05,79,1715
'0:0:3.1,79,1710
'0:0:3.15,79,1702
'0:0:3.2,79,1696
'0:0:3.25,79,1691
'0:0:3.3,79,1689
'0:0:3.35,79,1687
'0:0:3.4,79,1686
'0:0:3.45,79,1683
'0:0:3.5,79,1681
'0:0:3.55,79,1679
'0:0:3.6,79,1678
'0:0:3.65,79,1676
'0:0:3.7,79,1676
'0:0:3.75,79,1676
'0:0:3.8,79,1675
'0:0:3.85,79,1673
'0:0:3.9,79,1672
'0:0:3.95,79,1670
'0:0:4.0,78,1667
'0:0:4.05,78,1665
'0:0:4.1,78,1665
'0:0:4.15,78,1666
'0:0:4.2,78,1667
'0:0:4.25,78,1668
'0:0:4.3,78,1668
'0:0:4.35,78,1667
'0:0:4.4,78,1666
'0:0:4.45,78,1665
'0:0:4.5,78,1664
'0:0:4.55,78,1664
'0:0:4.6,78,1665
'0:0:4.65,78,1665
'0:0:4.7,78,1664
'0:0:4.75,78,1663
'0:0:4.8,78,1660
'0:0:4.85,78,1657
'0:0:4.9,76,1655
'0:0:4.95,76,1653
'0:0:5.0,76,1651
'0:0:5.05,76,1651
'0:0:5.1,76,1651
'0:0:5.15,76,1650
'0:0:5.2,76,1649
'0:0:5.25,76,1648
'0:0:5.3,76,1647
'0:0:5.35,76,1647
'0:0:5.4,76,1647
'0:0:5.45,76,1647
'0:0:5.5,76,1649
'0:0:5.55,76,1650
'0:0:5.6,76,1651
'0:0:5.65,76,1653
'0:0:5.7,76,1657
'0:0:5.75,76,1658
'0:0:5.8,73,1660
'0:0:5.85,73,1663
'0:0:5.9,73,1667
'0:0:5.95,73,1673
'0:0:6.0,73,1679
'0:0:6.05,73,1685
'0:0:6.1,73,1691
'0:0:6.15,73,1698
'0:0:6.2,73,1704
'0:0:6.25,73,1711
'0:0:6.3,73,1717
'0:0:6.35,73,1724
'0:0:6.4,73,1730
'0:0:6.45,73,1736
'0:0:6.5,73,1740
'0:0:6.55,73,1745
'0:0:6.6,73,1751
'0:0:6.65,72,1756
'0:0:6.7,72,1761
'0:0:6.75,72,1767
'0:0:6.8,72,1772
'0:0:6.85,72,1774
'0:0:6.9,72,1773
'0:0:6.95,72,1770
'0:0:7.0,72,1765
'0:0:7.05,72,1761
'0:0:7.1,72,1758
'0:0:7.15,72,1757
'0:0:7.2,72,1758
'0:0:7.25,72,1759
'0:0:7.3,72,1757
'0:0:7.35,72,1755
'0:0:7.4,72,1753
'0:0:7.45,71,1747
'0:0:7.5,71,1741
'0:0:7.55,71,1736
'0:0:7.6,71,1732
'0:0:7.65,71,1730
'0:0:7.7,71,1730
'0:0:7.75,71,1729
'0:0:7.8,71,1728
'0:0:7.85,71,1727
'0:0:7.9,71,1725
'0:0:7.95,71,1723
'0:0:8.0,71,1719
'0:0:8.05,71,1717
'0:0:8.1,71,1714
'0:0:8.15,71,1712
'0:0:8.2,71,1711
'0:0:8.25,71,1710
'0:0:8.3,71,1706
'0:0:8.35,71,1705
'0:0:8.4,71,1705
'0:0:8.45,71,1704
'0:0:8.5,71,1704
'0:0:8.55,71,1703
'0:0:8.6,71,1702
'0:0:8.65,71,1700
'0:0:8.7,71,1697
'0:0:8.75,71,1696
'0:0:8.8,71,1695
'0:0:8.85,71,1695
'0:0:8.9,71,1695
'0:0:8.95,71,1694
'0:0:9.0,71,1692
'0:0:9.05,71,1689
'0:0:9.1,71,1685
'0:0:9.15,71,1679
'0:0:9.2,71,1673
'0:0:9.25,71,1669
'0:0:9.3,71,1667
'0:0:9.35,71,1666
'0:0:9.4,71,1665
'0:0:9.45,71,1663
