,Experiment name:,Sample experiment
Duration:,5 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,BPM,Arb
Units:,BPM,Arb
Time
'-0:0:0.0,82,1767
'0:0:0.05,82,1768
'0:0:0.1,82,1768
'0:0:0.15,82,1767
'0:0:0.2,82,1765
'0:0:0.25,82,1764
'0:0:0.3,82,1764
'0:0:0.35,82,1765
'0:0:0.4,82,1766
'0:0:0.45,82,1764
'0:0:0.5,82,1763
'0:0:0.55,82,1762
'0:0:0.6,82,1758
'0:0:0.65,81,1755
'0:0:0.7,81,1754
'0:0:0.75,81,1755
'0:0:0.8,81,1757
'0:0:0.85,81,1757
'0:0:0.9,81,1756
'0:0:0.95,81,1755
'0:0:1.0,81,1755
'0:0:1.05,81,1756
'0:0:1.1,81,1756
'0:0:1.15,81,1757
'0:0:1.2,81,1756
'0:0:1.25,81,1753
'0:0:1.3,81,1751
'0:0:1.35,81,1748
'0:0:1.4,80,1745
'0:0:1.45,80,1740
'0:0:1.5,80,1736
'0:0:1.55,80,1732
'0:0:1.6,80,1724
'0:0:1.65,80,1715
'0:0:1.7,80,1710
'0:0:1.75,80,1709
'0:0:1.8,80,1709
'0:0:1.85,80,1709
'0:0:1.9,80,1710
'0:0:1.95,80,1713
'0:0:2.0,80,1716
'0:0:2.05,80,1721
'0:0:2.1,80,1725
'0:0:2.15,80,1726
'0:0:2.2,79,1728
'0:0:2.25,79,1734
'0:0:2.3,79,1740
'0:0:2.35,79,1743
'0:0:2.4,79,1742
'0:0:2.45,79,1738
'0:0:2.5,79,1733
'0:0:2.55,79,1728
'0:0:2.6,79,1724
'0:0:2.65,79,1720
'0:0:2.7,79,1716
'0:0:2.75,79,1712
'0:0:2.8,79,1710
'0:0:2.85,79,1706
'0:0:2.9,79,1700
'0:0:2.95,79,1695
'0:0:3.0,79,1694
'0:0:3.05,79,1694
'0:0:3.1,79,1694
'0:0:3.15,79,1693
'0:0:3.2,79,1690
'0:0:3.25,79,1689
'0:0:3.3,79,1688
'0:0:3.35,79,1687
'0:0:3.4,79,1687
'0:0:3.45,79,1687
'0:0:3.5,79,1686
'0:0:3.55,79,1686
'0:0:3.6,79,1685
'0:0:3.65,79,1683
'0:0:3.7,78,1680
'0:0:3.75,78,1681
'0:0:3.8,78,1683
'0:0:3.85,78,1686
'0:0:3.9,78,1686
'0:0:3.95,78,1686
'0:0:4.0,78,1686
'0:0:4.05,78,1685
'0:0:4.1,78,1685
'0:0:4.15,78,1686
'0:0:4.2,78,1686
'0:0:4.25,78,1686
'0:0:4.3,78,1685
'0:0:4.35,78,1683
'0:0:4.4,78,1680
'0:0:4.45,78,1677
'0:0:4.5,78,1676
'0:0:4.55,78,1677
'0:0:4.6,78,1678
'0:0:4.65,78,1678
'0:0:4.7,78,1678
'0:0:4.75,78,1677
'0:0:4.8,78,1676
'0:0:4.85,78,1676
'0:0:4.9,78,1675
'0:0:4.95,78,1674
'0:0:5.0,78,1674
'0:0:5.05,78,1674
'0:0:5.1,78,1673
'0:0:5.15,78,1673
'0:0:5.2,78,1673
'0:0:5.25,78,1676
'0:0:5.3,78,1682
'0:0:5.35,78,1689
'0:0:5.4,78,1696
'0:0:5.45,78,1703
'0:0:5.5,78,1710
'0:0:5.55,78,1719
'0:0:5.6,78,1728
'0:0:5.65,78,1738
'0:0:5.7,78,1748
'0:0:5.75,78,1757
'0:0:5.8,78,1765
'0:0:5.85,78,1772
'0:0:5.9,78,1778
'0:0:5.95,78,1783
'0:0:6.0,78,1787
'0:0:6.05,78,1791
'0:0:6.1,78,1792
'0:0:6.15,78,1791
'0:0:6.2,78,1787
'0:0:6.25,78,1782
'0:0:6.3,78,1778
'0:0:6.35,78,1775
'0:0:6.4,78,1772
'0:0:6.45,78,1768
'0:0:6.5,78,1761
'0:0:6.55,78,1753
'0:0:6.6,78,1745
'0:0:6.65,78,1735
'0:0:6.7,79,1726
'0:0:6.75,79,1719
'0:0:6.8,79,1714
'0:0:6.85,79,1712
'0:0:6.9,79,1710
'0:0:6.95,79,1705
'0:0:7.0,79,1701
'0:0:7.05,79,1697
'0:0:7.1,79,1695
'0:0:7.15,79,1693
'0:0:7.2,79,1693
'0:0:7.25,79,1692
'0:0:7.3,79,1692
'0:0:7.35,79,1692
'0:0:7.4,79,1689
'0:0:7.45,79,1684
'0:0:7.5,79,1681
'0:0:7.55,79,1678
'0:0:7.6,79,1676
'0:0:7.65,79,1675
'0:0:7.7,79,1674
'0:0:7.75,79,1674
'0:0:7.8,79,1675
'0:0:7.85,79,1675
'0:0:7.9,79,1675
'0:0:7.95,79,1676
'0:0:8.0,79,1676
'0:0:8.05,79,1675
'0:0:8.1,79,1675
'0:0:8.15,79,1673
'0:0:8.2,79,1670
'0:0:8.25,79,1668
'0:0:8.3,79,1668
'0:0:8.35,79,1670
'0:0:8.4,79,1672
'0:0:8.45,79,1673
'0:0:8.5,79,1673
'0:0:8.55,79,1672
'0:0:8.6,79,1672
'0:0:8.65,79,1672
'0:0:8.7,79,1672
'0:0:8.75,79,1673
'0:0:8.8,79,1672
'0:0:8.85,79,1672
'0:0:8.9,79,1670
'0:0:8.95,79,1667
'0:0:9.0,79,1665
'0:0:9.05,79,1665
'0:0:9.1,79,1666
'0:0:9.15,79,1668
'0:0:9.2,79,1668
'0:0:9.25,79,1668
'0:0:9.3,79,1669
'0:0:9.35,79,1670
'0:0:9.4,79,1670
'0:0:9.45,79,1671
